,CustomerID,Name,Age,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,PurachaseAmount
522,CUST1522,John Gaber,55,john.gaber@hotmail.com,000-000-0000,59.15,2025-05-01,unknown,1.0,59.15
523,CUST1523,Ahmed Gaber,55,ahmed.gaber@yahoo.com,000-000-0000,691.73,2023-10-17,Home,5.0,691.73
524,CUST1524,Alaa Gaber,55,alaa.gaber@hotmail.com,000-000-0000,509.8973789316026,2023-06-06,Toys,3.0,519.42
525,CUST1525,Ali Ibrahim,55,ali.ibrahim@gmail.com,000-000-0000,444.22,2025-06-04,unknown,10.0,444.22
526,CUST1526,Sara Hassan,55,sara.hassan@yahoo.com,123456789.0,935.32,2023-09-16,Books,2.0,935.32
527,CUST1527,Lina Smith,41,lina.smith@hotmail.com,987654321.0,254.41,2025-05-22,Books,10.0,254.41
528,CUST1528,John Smith,55,john.smith@gmail.com,987654321.0,928.22,2023-04-03,Books,1.0,928.22
529,CUST1529,Sara Gaber,78,sara.gaber@hotmail.com,987654321.0,880.22,2023-08-21,Books,4.0,880.22
530,CUST1530,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,894.06,2023-06-18,unknown,5.0,894.06
531,CUST1531,Lina Ibrahim,85,lina.ibrahim@gmail.com,000-000-0000,302.7,2025-07-03,Clothing,10.0,302.7
532,CUST1532,Fatma Ibrahim,55,fatma.ibrahim@gmail.com,000-000-0000,136.42,2024-08-22,unknown,1.0,136.42
533,CUST1533,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,498.06,2025-07-23,Books,3.0,498.06
534,CUST1534,Lina Ibrahim,56,lina.ibrahim@gmail.com,000-000-0000,480.31,2024-03-06,Electronics,4.0,480.31
535,CUST1535,Lina Ali,46,lina.ali@gmail.com,000-000-0000,741.91,2022-12-29,Electronics,10.0,741.91
536,CUST1536,Ahmed Mahmoud,67,ahmed.mahmoud@hotmail.com,123456789.0,103.05,2025-01-13,Clothing,2.0,103.05
537,CUST1537,Fatma Smith,64,fatma.smith@yahoo.com,987654321.0,784.25,2024-06-22,Clothing,2.0,784.25
538,CUST1538,Ali Hassan,55,ali.hassan@hotmail.com,123456789.0,754.93,2024-09-11,unknown,1.0,754.93
539,CUST1539,Ahmed Mahmoud,55,ahmed.mahmoud@yahoo.com,000-000-0000,846.35,2024-09-11,Home,2.0,846.35
540,CUST1540,John Gaber,77,john.gaber@gmail.com,123456789.0,921.28,2023-12-25,Electronics,3.0,921.28
541,CUST1541,Lina Ibrahim,55,lina.ibrahim@yahoo.com,000-000-0000,155.98,2025-03-03,Toys,10.0,155.98
542,CUST1542,Alaa Smith,55,alaa.smith@yahoo.com,000-000-0000,85.3,2025-02-23,Home,3.0,85.3
543,CUST1543,Sara Ibrahim,55,sara.ibrahim@gmail.com,000-000-0000,29.38,2023-09-30,Electronics,5.0,29.38
544,CUST1544,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,120.0,2023-01-17,Books,10.0,120.0
545,CUST1545,Sara Mahmoud,55,sara.mahmoud@yahoo.com,000-000-0000,881.42,2025-07-09,Clothing,3.0,881.42
546,CUST1546,John Ali,55,john.ali@gmail.com,000-000-0000,183.48,2024-01-06,Home,3.0,183.48
547,CUST1547,Alaa Smith,55,alaa.smith@hotmail.com,000-000-0000,853.06,2024-07-04,unknown,1.0,853.06
548,CUST1548,Alaa Gaber,55,alaa.gaber@yahoo.com,987654321.0,556.95,2023-01-31,Electronics,10.0,556.95
549,CUST1549,Lina Ali,55,lina.ali@hotmail.com,987654321.0,793.73,2022-11-18,Toys,1.0,793.73
550,CUST1550,Fatma Hassan,55,fatma.hassan@gmail.com,987654321.0,893.87,2023-07-03,Clothing,3.0,893.87
551,CUST1551,Alaa Mahmoud,72,alaa.mahmoud@yahoo.com,000-000-0000,23.46,2025-02-13,unknown,10.0,23.46
552,CUST1552,Fatma Gaber,55,fatma.gaber@yahoo.com,987654321.0,432.89,2023-02-17,Electronics,2.0,432.89
553,CUST1553,Sara Ibrahim,55,sara.ibrahim@hotmail.com,123456789.0,859.53,2025-01-13,Books,3.0,859.53
554,CUST1554,Sara Gaber,57,sara.gaber@hotmail.com,000-000-0000,502.53,2025-06-21,unknown,3.0,502.53
555,CUST1555,Sara Smith,55,sara.smith@gmail.com,000-000-0000,116.19,2023-02-11,unknown,1.0,116.19
556,CUST1556,John Mahmoud,55,john.mahmoud@hotmail.com,000-000-0000,237.03,2023-05-22,Books,3.0,237.03
557,CUST1557,Alaa Ali,55,alaa.ali@hotmail.com,123456789.0,430.51,2023-05-22,Home,3.0,430.51
558,CUST1558,Alaa Gaber,55,alaa.gaber@gmail.com,000-000-0000,907.02,2024-11-13,Electronics,4.0,907.02
559,CUST1559,Ali Ibrahim,56,ali.ibrahim@yahoo.com,000-000-0000,279.27,2024-08-19,Electronics,3.0,279.27
560,CUST1560,Alaa Ibrahim,55,alaa.ibrahim@yahoo.com,123456789.0,861.41,2023-05-25,unknown,1.0,861.41
561,CUST1561,Fatma Mahmoud,55,fatma.mahmoud@gmail.com,000-000-0000,220.77,2023-03-31,Books,10.0,220.77
562,CUST1562,Lina Hassan,55,lina.hassan@gmail.com,000-000-0000,817.83,2024-10-17,Clothing,10.0,817.83
563,CUST1563,John Ibrahim,55,john.ibrahim@hotmail.com,000-000-0000,942.39,2024-03-26,Toys,3.0,942.39
564,CUST1564,Sara Ibrahim,55,sara.ibrahim@hotmail.com,000-000-0000,410.69,2025-05-31,Electronics,10.0,410.69
565,CUST1565,Lina Smith,55,lina.smith@yahoo.com,000-000-0000,149.73,2023-02-01,Toys,2.0,149.73
566,CUST1566,Mark Smith,49,mark.smith@gmail.com,000-000-0000,105.86,2024-09-01,Books,5.0,105.86
567,CUST1567,Ahmed Hassan,55,ahmed.hassan@yahoo.com,123456789.0,891.41,2023-10-13,Clothing,3.0,891.41
568,CUST1568,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,000-000-0000,299.36,2025-03-10,unknown,3.0,299.36
569,CUST1569,Ali Ibrahim,55,ali.ibrahim@gmail.com,000-000-0000,73.05,2023-06-20,Books,10.0,73.05
570,CUST1570,John Ibrahim,48,john.ibrahim@hotmail.com,000-000-0000,68.41,2024-03-08,Toys,3.0,68.41
571,CUST1571,Alaa Ali,66,alaa.ali@yahoo.com,000-000-0000,987.4,2025-05-02,Electronics,3.0,987.4
572,CUST1572,Lina Gaber,45,lina.gaber@gmail.com,123456789.0,543.1,2023-01-11,Electronics,10.0,543.1
573,CUST1573,Sara Hassan,55,sara.hassan@gmail.com,123456789.0,345.42,2025-04-05,unknown,10.0,345.42
574,CUST1574,Alaa Hassan,55,alaa.hassan@gmail.com,123456789.0,64.47,2023-09-22,Books,5.0,64.47
575,CUST1575,John Mahmoud,55,john.mahmoud@gmail.com,000-000-0000,820.32,2025-03-24,Books,1.0,820.32
576,CUST1576,Alaa Smith,55,alaa.smith@hotmail.com,000-000-0000,687.85,2023-12-03,Books,1.0,687.85
577,CUST1577,Mark Ibrahim,55,mark.ibrahim@gmail.com,123456789.0,449.64,2024-05-01,Clothing,3.0,449.64
578,CUST1578,Ali Smith,55,ali.smith@gmail.com,987654321.0,509.8973789316026,2024-05-01,unknown,5.0,519.42
579,CUST1579,Ahmed Ali,55,ahmed.ali@yahoo.com,123456789.0,311.98,2024-12-26,Home,3.0,311.98
580,CUST1580,Ali Hassan,55,ali.hassan@hotmail.com,000-000-0000,183.34,2024-02-13,Toys,10.0,183.34
581,CUST1581,Alaa Hassan,55,alaa.hassan@gmail.com,000-000-0000,148.41,2025-03-23,unknown,3.0,148.41
582,CUST1582,Alaa Ali,38,alaa.ali@yahoo.com,987654321.0,509.8973789316026,2025-05-14,unknown,1.0,519.42
583,CUST1583,Sara Hassan,55,sara.hassan@gmail.com,987654321.0,549.44,2023-12-18,Clothing,5.0,549.44
584,CUST1584,Fatma Ali,55,fatma.ali@gmail.com,000-000-0000,545.1,2024-10-02,unknown,4.0,545.1
585,CUST1585,Lina Mahmoud,55,lina.mahmoud@gmail.com,987654321.0,147.78,2025-04-01,Home,4.0,147.78
586,CUST1586,Ahmed Smith,55,ahmed.smith@hotmail.com,000-000-0000,563.77,2023-05-25,unknown,2.0,563.77
587,CUST1587,John Ali,55,john.ali@yahoo.com,123456789.0,843.11,2024-11-24,Home,3.0,843.11
588,CUST1588,Alaa Smith,90,alaa.smith@gmail.com,987654321.0,650.91,2023-08-25,Home,3.0,650.91
589,CUST1589,Ali Ali,55,ali.ali@gmail.com,000-000-0000,790.08,2025-03-18,Home,1.0,790.08
590,CUST1590,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,000-000-0000,785.97,2024-12-09,unknown,1.0,785.97
591,CUST1591,Alaa Smith,55,alaa.smith@yahoo.com,000-000-0000,125.98,2022-11-22,Clothing,4.0,125.98
592,CUST1592,John Mahmoud,55,john.mahmoud@hotmail.com,987654321.0,190.64,2025-01-15,unknown,3.0,190.64
593,CUST1593,Sara Hassan,55,sara.hassan@gmail.com,000-000-0000,250.25,2025-03-14,Home,3.0,250.25
594,CUST1594,John Ibrahim,55,john.ibrahim@hotmail.com,123456789.0,509.8973789316026,2023-04-22,Clothing,5.0,519.42
595,CUST1595,Lina Mahmoud,77,lina.mahmoud@yahoo.com,000-000-0000,667.95,2025-03-05,Clothing,4.0,667.95
596,CUST1596,Sara Ibrahim,55,sara.ibrahim@gmail.com,123456789.0,734.3,2024-05-22,unknown,3.0,734.3
597,CUST1597,Ali Hassan,55,ali.hassan@hotmail.com,000-000-0000,51.87,2024-07-15,Toys,3.0,51.87
598,CUST1598,Mark Ibrahim,55,mark.ibrahim@yahoo.com,000-000-0000,984.22,2024-07-15,Electronics,4.0,984.22
599,CUST1599,Fatma Smith,55,fatma.smith@yahoo.com,000-000-0000,467.98,2023-01-10,Books,1.0,467.98
600,CUST1600,Lina Hassan,55,lina.hassan@gmail.com,000-000-0000,884.44,2025-03-06,Home,5.0,884.44
601,CUST1601,Fatma Ali,54,fatma.ali@gmail.com,000-000-0000,820.41,2024-07-28,unknown,5.0,820.41
602,CUST1602,Alaa Gaber,55,alaa.gaber@yahoo.com,987654321.0,259.04,2023-01-07,Electronics,1.0,259.04
603,CUST1603,Fatma Ibrahim,55,fatma.ibrahim@yahoo.com,123456789.0,894.83,2024-09-17,Toys,4.0,894.83
604,CUST1604,Ali Mahmoud,55,ali.mahmoud@yahoo.com,123456789.0,872.56,2024-02-06,unknown,1.0,872.56
605,CUST1605,Lina Ali,80,lina.ali@hotmail.com,000-000-0000,789.42,2024-08-13,unknown,3.0,789.42
606,CUST1606,John Smith,55,john.smith@gmail.com,000-000-0000,346.18,2024-10-01,Clothing,3.0,346.18
607,CUST1607,Lina Ali,55,lina.ali@yahoo.com,987654321.0,316.66,2024-09-27,Electronics,2.0,316.66
608,CUST1608,Ahmed Ibrahim,74,ahmed.ibrahim@hotmail.com,000-000-0000,931.21,2024-07-30,unknown,4.0,931.21
609,CUST1609,Fatma Ali,79,fatma.ali@hotmail.com,000-000-0000,783.2,2024-07-07,Books,1.0,783.2
610,CUST1610,Ali Smith,55,ali.smith@hotmail.com,123456789.0,69.35,2022-12-17,Books,2.0,69.35
611,CUST1611,Fatma Hassan,39,fatma.hassan@hotmail.com,987654321.0,339.74,2024-04-28,unknown,4.0,339.74
612,CUST1612,Lina Ibrahim,55,lina.ibrahim@gmail.com,987654321.0,215.4,2025-01-01,Home,3.0,215.4
613,CUST1613,John Smith,55,john.smith@gmail.com,123456789.0,581.83,2024-09-23,Toys,2.0,581.83
614,CUST1614,Sara Ali,64,sara.ali@yahoo.com,123456789.0,572.71,2023-01-29,Toys,3.0,572.71
615,CUST1615,Ali Smith,55,ali.smith@yahoo.com,000-000-0000,679.96,2024-08-21,Toys,3.0,679.96
616,CUST1616,John Ibrahim,55,john.ibrahim@yahoo.com,000-000-0000,543.87,2023-11-23,unknown,3.0,543.87
617,CUST1617,Sara Hassan,55,sara.hassan@hotmail.com,123456789.0,746.9,2023-11-23,unknown,4.0,746.9
618,CUST1618,Alaa Gaber,55,alaa.gaber@hotmail.com,123456789.0,456.41,2024-10-16,unknown,3.0,456.41
619,CUST1619,Lina Gaber,55,lina.gaber@gmail.com,123456789.0,509.8973789316026,2022-12-21,Electronics,1.0,519.42
620,CUST1620,Alaa Smith,55,alaa.smith@hotmail.com,987654321.0,213.04,2022-12-21,Toys,1.0,213.04
621,CUST1621,Fatma Hassan,55,fatma.hassan@hotmail.com,000-000-0000,37.22,2024-02-18,Books,3.0,37.22
622,CUST1622,Sara Hassan,55,sara.hassan@yahoo.com,000-000-0000,270.64,2024-06-23,unknown,3.0,270.64
623,CUST1623,Alaa Smith,21,alaa.smith@yahoo.com,000-000-0000,706.71,2025-05-07,Electronics,5.0,706.71
624,CUST1624,Mark Mahmoud,55,mark.mahmoud@gmail.com,000-000-0000,222.07,2024-04-11,Books,4.0,222.07
625,CUST1625,Fatma Ibrahim,55,fatma.ibrahim@hotmail.com,000-000-0000,318.73,2024-02-21,unknown,5.0,318.73
626,CUST1626,Ahmed Ali,55,ahmed.ali@yahoo.com,000-000-0000,175.15,2025-02-10,Home,3.0,175.15
627,CUST1627,Ali Smith,22,ali.smith@gmail.com,000-000-0000,704.24,2022-11-03,Books,4.0,704.24
628,CUST1628,Ahmed Ibrahim,55,ahmed.ibrahim@hotmail.com,000-000-0000,580.16,2023-05-24,Books,2.0,580.16
629,CUST1629,Sara Hassan,43,sara.hassan@yahoo.com,123456789.0,394.89,2022-11-18,Books,3.0,394.89
630,CUST1630,Sara Smith,55,sara.smith@yahoo.com,000-000-0000,724.41,2023-06-12,Clothing,2.0,724.41
631,CUST1631,Lina Mahmoud,18,lina.mahmoud@gmail.com,000-000-0000,998.16,2023-10-09,Books,5.0,998.16
632,CUST1632,John Ibrahim,55,john.ibrahim@yahoo.com,123456789.0,352.96,2023-10-04,Clothing,2.0,352.96
633,CUST1633,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,576.84,2024-01-16,Clothing,4.0,576.84
634,CUST1634,John Hassan,55,john.hassan@hotmail.com,987654321.0,389.59,2024-01-10,unknown,10.0,389.59
635,CUST1635,Ali Smith,55,ali.smith@yahoo.com,000-000-0000,553.52,2024-06-26,Toys,1.0,553.52
636,CUST1636,Ahmed Ibrahim,55,ahmed.ibrahim@gmail.com,000-000-0000,474.8,2025-03-21,Home,3.0,474.8
637,CUST1637,Sara Smith,55,sara.smith@gmail.com,000-000-0000,451.41,2023-02-13,unknown,10.0,451.41
638,CUST1638,Ahmed Ali,32,ahmed.ali@yahoo.com,000-000-0000,817.01,2023-12-04,Home,3.0,817.01
639,CUST1639,Mark Hassan,55,mark.hassan@gmail.com,000-000-0000,465.11,2023-10-07,Electronics,5.0,465.11
640,CUST1640,Alaa Smith,37,alaa.smith@yahoo.com,000-000-0000,654.18,2023-03-10,unknown,3.0,654.18
641,CUST1641,Ahmed Ibrahim,68,ahmed.ibrahim@gmail.com,000-000-0000,766.77,2024-03-23,unknown,4.0,766.77
642,CUST1642,Mark Hassan,55,mark.hassan@yahoo.com,987654321.0,911.05,2024-10-17,Toys,3.0,911.05
643,CUST1643,Sara Ali,88,sara.ali@hotmail.com,123456789.0,722.13,2022-12-05,unknown,10.0,722.13
644,CUST1644,John Ali,55,john.ali@gmail.com,987654321.0,670.35,2024-09-01,Toys,10.0,670.35
645,CUST1645,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,580.94,2024-09-24,unknown,10.0,580.94
646,CUST1646,Ahmed Smith,55,ahmed.smith@yahoo.com,000-000-0000,690.67,2023-08-26,Home,4.0,690.67
647,CUST1647,Ali Ibrahim,55,ali.ibrahim@hotmail.com,123456789.0,282.13,2023-03-26,Clothing,3.0,282.13
648,CUST1648,Mark Gaber,55,mark.gaber@gmail.com,000-000-0000,568.45,2024-09-20,unknown,3.0,568.45
649,CUST1649,Fatma Smith,55,fatma.smith@gmail.com,000-000-0000,207.91,2025-03-25,unknown,2.0,207.91
650,CUST1650,Lina Ibrahim,55,lina.ibrahim@hotmail.com,987654321.0,304.37,2023-05-26,unknown,5.0,304.37
651,CUST1651,Mark Mahmoud,55,mark.mahmoud@hotmail.com,000-000-0000,145.39,2022-11-29,unknown,2.0,145.39
652,CUST1652,Sara Hassan,55,sara.hassan@yahoo.com,123456789.0,297.5,2023-10-20,unknown,4.0,297.5
653,CUST1653,Sara Gaber,55,sara.gaber@gmail.com,987654321.0,243.64,2022-11-22,Books,1.0,243.64
654,CUST1654,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,118.97,2024-07-19,Electronics,10.0,118.97
655,CUST1655,Sara Smith,89,sara.smith@gmail.com,000-000-0000,465.8,2023-09-09,Clothing,3.0,465.8
656,CUST1656,Fatma Gaber,55,fatma.gaber@yahoo.com,123456789.0,340.6,2024-05-04,unknown,2.0,340.6
657,CUST1657,Ali Ali,35,ali.ali@gmail.com,987654321.0,125.83,2024-10-16,unknown,3.0,125.83
658,CUST1658,Fatma Hassan,55,fatma.hassan@hotmail.com,987654321.0,496.34,2025-07-14,Electronics,10.0,496.34
659,CUST1659,Sara Ali,55,sara.ali@yahoo.com,123456789.0,503.31,2024-02-03,Books,10.0,503.31
660,CUST1660,Ahmed Smith,55,ahmed.smith@gmail.com,987654321.0,591.98,2025-01-14,Toys,3.0,591.98
661,CUST1661,John Smith,55,john.smith@gmail.com,987654321.0,705.61,2023-01-29,Home,10.0,705.61
662,CUST1662,Ali Hassan,55,ali.hassan@hotmail.com,123456789.0,873.12,2025-06-23,Electronics,5.0,873.12
663,CUST1663,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,509.8973789316026,2024-12-23,unknown,5.0,519.42
664,CUST1664,Fatma Smith,55,fatma.smith@gmail.com,987654321.0,197.44,2025-06-25,unknown,1.0,197.44
665,CUST1665,Sara Gaber,55,sara.gaber@gmail.com,987654321.0,338.65,2025-06-25,unknown,5.0,338.65
666,CUST1666,Ali Gaber,71,ali.gaber@yahoo.com,123456789.0,597.31,2024-08-08,Home,3.0,597.31
667,CUST1667,Ali Ibrahim,55,ali.ibrahim@hotmail.com,000-000-0000,413.17,2023-06-24,Clothing,2.0,413.17
668,CUST1668,John Smith,68,john.smith@gmail.com,987654321.0,314.68,2022-12-21,Toys,10.0,314.68
669,CUST1669,John Gaber,55,john.gaber@yahoo.com,987654321.0,218.72,2022-12-26,unknown,3.0,218.72
670,CUST1670,Mark Hassan,37,mark.hassan@hotmail.com,987654321.0,409.97,2023-04-27,Toys,10.0,409.97
671,CUST1671,Alaa Smith,38,alaa.smith@yahoo.com,987654321.0,372.73,2025-03-22,Books,3.0,372.73
672,CUST1672,Fatma Gaber,55,fatma.gaber@yahoo.com,987654321.0,572.33,2024-04-04,Electronics,10.0,572.33
673,CUST1673,Mark Hassan,34,mark.hassan@yahoo.com,987654321.0,48.81,2024-08-11,Books,4.0,48.81
674,CUST1674,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,740.1,2024-05-04,Clothing,3.0,740.1
675,CUST1675,Ahmed Hassan,32,ahmed.hassan@hotmail.com,000-000-0000,949.78,2024-09-03,Home,10.0,949.78
676,CUST1676,Mark Ali,55,mark.ali@gmail.com,123456789.0,842.36,2024-05-12,Home,10.0,842.36
677,CUST1677,Sara Hassan,55,sara.hassan@gmail.com,000-000-0000,793.81,2022-12-31,unknown,3.0,793.81
678,CUST1678,Fatma Ali,31,fatma.ali@hotmail.com,987654321.0,513.63,2024-01-09,Clothing,1.0,513.63
679,CUST1679,Mark Hassan,55,mark.hassan@gmail.com,000-000-0000,26.49,2023-12-14,Books,3.0,26.49
680,CUST1680,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,759.1,2024-04-22,Books,10.0,759.1
681,CUST1681,Mark Ibrahim,55,mark.ibrahim@gmail.com,000-000-0000,857.36,2025-07-07,Electronics,3.0,857.36
682,CUST1682,Sara Smith,55,sara.smith@yahoo.com,123456789.0,555.03,2025-06-09,unknown,5.0,555.03
683,CUST1683,Mark Ali,57,mark.ali@gmail.com,000-000-0000,443.63,2023-06-27,Toys,1.0,443.63
684,CUST1684,Sara Mahmoud,55,sara.mahmoud@hotmail.com,123456789.0,899.15,2024-03-28,unknown,5.0,899.15
685,CUST1685,Lina Ali,55,lina.ali@hotmail.com,987654321.0,928.77,2025-06-21,Books,4.0,928.77
686,CUST1686,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,42.66,2023-03-26,Electronics,10.0,42.66
687,CUST1687,Alaa Ibrahim,55,alaa.ibrahim@yahoo.com,123456789.0,999.56,2025-05-16,Electronics,1.0,999.56
688,CUST1688,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,796.83,2023-12-30,Clothing,3.0,796.83
689,CUST1689,Sara Gaber,55,sara.gaber@yahoo.com,000-000-0000,56.7,2024-12-03,Clothing,3.0,56.7
690,CUST1690,Lina Hassan,55,lina.hassan@gmail.com,123456789.0,737.59,2023-04-25,Toys,1.0,737.59
691,CUST1691,Mark Mahmoud,55,mark.mahmoud@hotmail.com,123456789.0,601.36,2025-01-12,unknown,1.0,601.36
692,CUST1692,Ahmed Smith,55,ahmed.smith@gmail.com,000-000-0000,587.8,2023-08-07,Home,1.0,587.8
693,CUST1693,Mark Smith,55,mark.smith@yahoo.com,000-000-0000,172.89,2023-10-31,unknown,4.0,172.89
694,CUST1694,John Ali,55,john.ali@yahoo.com,987654321.0,250.47,2024-02-05,unknown,5.0,250.47
695,CUST1695,Ahmed Smith,55,ahmed.smith@hotmail.com,000-000-0000,340.8,2024-09-19,Home,5.0,340.8
696,CUST1696,Lina Ibrahim,21,lina.ibrahim@hotmail.com,000-000-0000,393.94,2025-07-08,Home,3.0,393.94
697,CUST1697,Ali Hassan,55,ali.hassan@hotmail.com,987654321.0,828.37,2023-09-20,unknown,5.0,828.37
698,CUST1698,Alaa Hassan,57,alaa.hassan@gmail.com,000-000-0000,419.65,2024-12-17,Books,10.0,419.65
699,CUST1699,Ahmed Ali,65,ahmed.ali@gmail.com,000-000-0000,182.4,2024-12-17,Electronics,2.0,182.4
700,CUST1700,Ahmed Mahmoud,58,ahmed.mahmoud@hotmail.com,000-000-0000,730.53,2023-11-05,unknown,3.0,730.53
701,CUST1701,Sara Ali,55,sara.ali@yahoo.com,000-000-0000,272.75,2023-11-05,Electronics,4.0,272.75
702,CUST1702,Sara Ibrahim,40,sara.ibrahim@gmail.com,000-000-0000,861.93,2023-09-21,Clothing,2.0,861.93
703,CUST1703,Alaa Gaber,17,alaa.gaber@hotmail.com,123456789.0,389.63,2025-05-05,Books,1.0,389.63
704,CUST1704,Alaa Hassan,72,alaa.hassan@hotmail.com,000-000-0000,891.56,2023-12-30,Electronics,5.0,891.56
705,CUST1705,Ahmed Hassan,47,ahmed.hassan@gmail.com,000-000-0000,829.61,2025-05-26,Books,3.0,829.61
706,CUST1706,Alaa Hassan,55,alaa.hassan@hotmail.com,123456789.0,52.27,2025-04-16,Toys,1.0,52.27
707,CUST1707,Lina Smith,55,lina.smith@gmail.com,000-000-0000,509.8973789316026,2022-11-28,unknown,1.0,519.42
708,CUST1708,Ahmed Mahmoud,50,ahmed.mahmoud@hotmail.com,000-000-0000,988.51,2024-08-27,Electronics,5.0,988.51
709,CUST1709,Lina Hassan,55,lina.hassan@gmail.com,123456789.0,907.59,2023-10-07,Electronics,2.0,907.59
710,CUST1710,Alaa Ali,55,alaa.ali@gmail.com,000-000-0000,314.8,2023-12-22,Toys,3.0,314.8
711,CUST1711,Sara Mahmoud,55,sara.mahmoud@yahoo.com,123456789.0,406.38,2023-08-23,Electronics,5.0,406.38
712,CUST1712,Sara Gaber,55,sara.gaber@gmail.com,987654321.0,723.88,2025-02-20,unknown,3.0,723.88
713,CUST1713,Fatma Mahmoud,55,fatma.mahmoud@gmail.com,000-000-0000,369.18,2024-05-23,unknown,10.0,369.18
714,CUST1714,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,916.9,2024-04-20,unknown,4.0,916.9
715,CUST1715,Ahmed Hassan,55,ahmed.hassan@hotmail.com,987654321.0,605.1,2023-10-24,Home,3.0,605.1
716,CUST1716,Mark Ali,55,mark.ali@yahoo.com,000-000-0000,80.99,2023-08-17,Books,2.0,80.99
717,CUST1717,Sara Hassan,55,sara.hassan@yahoo.com,123456789.0,556.6,2024-07-03,Electronics,3.0,556.6
718,CUST1718,Mark Ali,55,mark.ali@gmail.com,000-000-0000,436.91,2024-07-03,Electronics,3.0,436.91
719,CUST1719,Mark Smith,55,mark.smith@yahoo.com,123456789.0,346.25,2023-10-14,Home,10.0,346.25
720,CUST1720,Mark Ali,34,mark.ali@yahoo.com,000-000-0000,509.8973789316026,2024-12-21,Toys,3.0,519.42
721,CUST1721,Lina Mahmoud,55,lina.mahmoud@gmail.com,987654321.0,620.64,2023-04-13,Clothing,3.0,620.64
722,CUST1722,Lina Ali,55,lina.ali@yahoo.com,000-000-0000,715.61,2025-05-14,unknown,4.0,715.61
723,CUST1723,Ali Ibrahim,55,ali.ibrahim@yahoo.com,987654321.0,949.91,2022-11-07,Books,3.0,949.91
724,CUST1724,Sara Ibrahim,55,sara.ibrahim@hotmail.com,000-000-0000,113.77,2023-07-22,Toys,4.0,113.77
725,CUST1725,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,569.5,2024-12-28,Toys,2.0,569.5
726,CUST1726,Sara Ali,55,sara.ali@hotmail.com,000-000-0000,116.61,2023-04-20,Books,3.0,116.61
727,CUST1727,Mark Mahmoud,55,mark.mahmoud@yahoo.com,000-000-0000,860.56,2023-05-17,unknown,10.0,860.56
728,CUST1728,Fatma Smith,76,fatma.smith@yahoo.com,123456789.0,787.86,2023-01-03,Clothing,4.0,787.86
729,CUST1729,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,530.76,2024-12-11,Electronics,4.0,530.76
730,CUST1730,Lina Hassan,55,lina.hassan@hotmail.com,987654321.0,257.43,2024-03-04,Books,3.0,257.43
731,CUST1731,Fatma Ibrahim,55,fatma.ibrahim@hotmail.com,987654321.0,113.91,2024-10-05,Electronics,5.0,113.91
732,CUST1732,Fatma Hassan,32,fatma.hassan@gmail.com,987654321.0,165.11,2024-10-03,Toys,3.0,165.11
733,CUST1733,Sara Hassan,47,sara.hassan@gmail.com,000-000-0000,920.96,2025-05-29,unknown,2.0,920.96
734,CUST1734,John Ibrahim,55,john.ibrahim@yahoo.com,123456789.0,42.95,2025-02-20,Clothing,3.0,42.95
735,CUST1735,Ali Gaber,55,ali.gaber@yahoo.com,000-000-0000,653.34,2024-02-04,Books,1.0,653.34
736,CUST1736,John Ibrahim,55,john.ibrahim@hotmail.com,987654321.0,304.74,2023-07-11,Electronics,3.0,304.74
737,CUST1737,Fatma Gaber,55,fatma.gaber@yahoo.com,000-000-0000,570.82,2025-04-18,unknown,3.0,570.82
738,CUST1738,Ali Ali,55,ali.ali@yahoo.com,000-000-0000,509.8973789316026,2023-04-26,Clothing,10.0,519.42
739,CUST1739,John Hassan,55,john.hassan@hotmail.com,000-000-0000,338.57,2025-02-20,unknown,1.0,338.57
740,CUST1740,Mark Mahmoud,55,mark.mahmoud@yahoo.com,000-000-0000,450.25,2024-10-01,Toys,1.0,450.25
741,CUST1741,Ali Hassan,55,ali.hassan@hotmail.com,000-000-0000,372.13,2023-09-06,unknown,5.0,372.13
742,CUST1742,Lina Mahmoud,55,lina.mahmoud@hotmail.com,000-000-0000,678.62,2024-10-07,unknown,2.0,678.62
743,CUST1743,Sara Mahmoud,55,sara.mahmoud@gmail.com,000-000-0000,508.68,2024-06-08,unknown,5.0,508.68
