CustomerID,Name,Age,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,PurachaseAmount
CUST1498,Mark Hassan,55,mark.hassan@hotmail.com,000-000-0000,324.24,2025-07-05 00:00:00,Toys,3.0,324.24
CUST1499,Fatma Gaber,55,fatma.gaber@hotmail.com,987654321.0,909.83,2022-10-30 00:00:00,Clothing,4.0,909.83
CUST1500,Ahmed Ali,72,ahmed.ali@yahoo.com,000-000-0000,910.91,2024-11-30 00:00:00,Books,5.0,910.91
CUST1501,Ali Ali,65,ali.ali@yahoo.com,123456789.0,80.13,Not Avilable,Electronics,5.0,80.13
CUST1502,Mark Ali,21,mark.ali@hotmail.com,987654321.0,114.9,2025-05-21 00:00:00,Home,3.0,114.9
CUST1503,Lina Ibrahim,55,lina.ibrahim@yahoo.com,000-000-0000,194.24,2023-04-13 00:00:00,Clothing,3.0,194.24
CUST1504,Alaa Ibrahim,56,alaa.ibrahim@hotmail.com,000-000-0000,964.52,2022-11-08 00:00:00,unknown,2.0,964.52
CUST1505,Fatma Gaber,55,fatma.gaber@gmail.com,000-000-0000,567.93,2024-04-24 00:00:00,Electronics,3.0,567.93
CUST1506,Ali Gaber,36,ali.gaber@gmail.com,987654321.0,204.66,2023-07-24 00:00:00,Toys,5.0,204.66
CUST1507,Fatma Ali,55,fatma.ali@yahoo.com,000-000-0000,329.3,2022-12-22 00:00:00,Home,10.0,329.3
CUST1508,Alaa Ibrahim,55,alaa.ibrahim@gmail.com,000-000-0000,596.82,2025-06-06 00:00:00,unknown,1.0,596.82
CUST1509,Lina Gaber,55,lina.gaber@gmail.com,987654321.0,952.9,2022-12-13 00:00:00,Books,3.0,952.9
CUST1510,Alaa Smith,55,alaa.smith@gmail.com,000-000-0000,956.7,2024-05-12 00:00:00,Toys,4.0,956.7
CUST1511,John Smith,55,john.smith@gmail.com,123456789.0,711.26,2023-11-12 00:00:00,Books,5.0,711.26
CUST1512,Sara Gaber,55,sara.gaber@hotmail.com,123456789.0,981.65,2023-08-28 00:00:00,Clothing,5.0,981.65
CUST1513,Alaa Smith,55,alaa.smith@gmail.com,987654321.0,84.61,2023-11-09 00:00:00,Toys,3.0,84.61
CUST1514,Mark Ibrahim,55,mark.ibrahim@gmail.com,123456789.0,971.83,2025-04-26 00:00:00,unknown,2.0,971.83
CUST1515,Ahmed Hassan,55,ahmed.hassan@yahoo.com,000-000-0000,789.24,2025-02-17 00:00:00,Toys,1.0,789.24
CUST1516,Mark Hassan,22,mark.hassan@gmail.com,123456789.0,95.19,2023-11-04 00:00:00,Books,10.0,95.19
CUST1517,Ali Mahmoud,55,ali.mahmoud@yahoo.com,123456789.0,148.97,2024-03-03 00:00:00,Books,4.0,148.97
CUST1518,Ali Hassan,55,ali.hassan@hotmail.com,123456789.0,964.28,2025-03-17 00:00:00,Books,1.0,964.28
CUST1519,John Mahmoud,55,john.mahmoud@gmail.com,000-000-0000,560.86,2025-07-09 00:00:00,unknown,5.0,560.86
CUST1520,Ahmed Smith,55,ahmed.smith@gmail.com,000-000-0000,377.46,2024-06-27 00:00:00,Books,3.0,377.46
CUST1521,Alaa Smith,88,alaa.smith@hotmail.com,000-000-0000,778.35,2024-12-31 00:00:00,unknown,10.0,778.35
CUST1522,John Gaber,55,john.gaber@hotmail.com,000-000-0000,59.15,2025-05-01 00:00:00,unknown,1.0,59.15
CUST1523,Ahmed Gaber,55,ahmed.gaber@yahoo.com,000-000-0000,691.73,2023-10-17 00:00:00,Home,5.0,691.73
CUST1524,Alaa Gaber,55,alaa.gaber@hotmail.com,000-000-0000,509.8973789316026,2023-06-06 00:00:00,Toys,3.0,519.42
CUST1525,Ali Ibrahim,55,ali.ibrahim@gmail.com,000-000-0000,444.22,2025-06-04 00:00:00,unknown,10.0,444.22
CUST1526,Sara Hassan,55,sara.hassan@yahoo.com,123456789.0,935.32,2023-09-16 00:00:00,Books,2.0,935.32
CUST1527,Lina Smith,41,lina.smith@hotmail.com,987654321.0,254.41,2025-05-22 00:00:00,Books,10.0,254.41
CUST1528,John Smith,55,john.smith@gmail.com,987654321.0,928.22,2023-04-03 00:00:00,Books,1.0,928.22
CUST1529,Sara Gaber,78,sara.gaber@hotmail.com,987654321.0,880.22,2023-08-21 00:00:00,Books,4.0,880.22
CUST1530,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,894.06,2023-06-18 00:00:00,unknown,5.0,894.06
CUST1531,Lina Ibrahim,85,lina.ibrahim@gmail.com,000-000-0000,302.7,2025-07-03 00:00:00,Clothing,10.0,302.7
CUST1532,Fatma Ibrahim,55,fatma.ibrahim@gmail.com,000-000-0000,136.42,2024-08-22 00:00:00,unknown,1.0,136.42
CUST1533,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,498.06,2025-07-23 00:00:00,Books,3.0,498.06
CUST1534,Lina Ibrahim,56,lina.ibrahim@gmail.com,000-000-0000,480.31,2024-03-06 00:00:00,Electronics,4.0,480.31
CUST1535,Lina Ali,46,lina.ali@gmail.com,000-000-0000,741.91,2022-12-29 00:00:00,Electronics,10.0,741.91
CUST1536,Ahmed Mahmoud,67,ahmed.mahmoud@hotmail.com,123456789.0,103.05,2025-01-13 00:00:00,Clothing,2.0,103.05
CUST1537,Fatma Smith,64,fatma.smith@yahoo.com,987654321.0,784.25,2024-06-22 00:00:00,Clothing,2.0,784.25
CUST1538,Ali Hassan,55,ali.hassan@hotmail.com,123456789.0,754.93,2024-09-11 00:00:00,unknown,1.0,754.93
CUST1539,Ahmed Mahmoud,55,ahmed.mahmoud@yahoo.com,000-000-0000,846.35,Not Avilable,Home,2.0,846.35
CUST1540,John Gaber,77,john.gaber@gmail.com,123456789.0,921.28,2023-12-25 00:00:00,Electronics,3.0,921.28
CUST1541,Lina Ibrahim,55,lina.ibrahim@yahoo.com,000-000-0000,155.98,2025-03-03 00:00:00,Toys,10.0,155.98
CUST1542,Alaa Smith,55,alaa.smith@yahoo.com,000-000-0000,85.3,2025-02-23 00:00:00,Home,3.0,85.3
CUST1543,Sara Ibrahim,55,sara.ibrahim@gmail.com,000-000-0000,29.38,2023-09-30 00:00:00,Electronics,5.0,29.38
CUST1544,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,120.0,2023-01-17 00:00:00,Books,10.0,120.0
CUST1545,Sara Mahmoud,55,sara.mahmoud@yahoo.com,000-000-0000,881.42,2025-07-09 00:00:00,Clothing,3.0,881.42
CUST1546,John Ali,55,john.ali@gmail.com,000-000-0000,183.48,2024-01-06 00:00:00,Home,3.0,183.48
CUST1547,Alaa Smith,55,alaa.smith@hotmail.com,000-000-0000,853.06,2024-07-04 00:00:00,unknown,1.0,853.06
CUST1548,Alaa Gaber,55,alaa.gaber@yahoo.com,987654321.0,556.95,2023-01-31 00:00:00,Electronics,10.0,556.95
CUST1549,Lina Ali,55,lina.ali@hotmail.com,987654321.0,793.73,2022-11-18 00:00:00,Toys,1.0,793.73
CUST1550,Fatma Hassan,55,fatma.hassan@gmail.com,987654321.0,893.87,2023-07-03 00:00:00,Clothing,3.0,893.87
CUST1551,Alaa Mahmoud,72,alaa.mahmoud@yahoo.com,000-000-0000,23.46,2025-02-13 00:00:00,unknown,10.0,23.46
CUST1552,Fatma Gaber,55,fatma.gaber@yahoo.com,987654321.0,432.89,2023-02-17 00:00:00,Electronics,2.0,432.89
CUST1553,Sara Ibrahim,55,sara.ibrahim@hotmail.com,123456789.0,859.53,2025-01-13 00:00:00,Books,3.0,859.53
CUST1554,Sara Gaber,57,sara.gaber@hotmail.com,000-000-0000,502.53,2025-06-21 00:00:00,unknown,3.0,502.53
CUST1555,Sara Smith,55,sara.smith@gmail.com,000-000-0000,116.19,2023-02-11 00:00:00,unknown,1.0,116.19
CUST1556,John Mahmoud,55,john.mahmoud@hotmail.com,000-000-0000,237.03,2023-05-22 00:00:00,Books,3.0,237.03
CUST1557,Alaa Ali,55,alaa.ali@hotmail.com,123456789.0,430.51,Not Avilable,Home,3.0,430.51
CUST1558,Alaa Gaber,55,alaa.gaber@gmail.com,000-000-0000,907.02,2024-11-13 00:00:00,Electronics,4.0,907.02
CUST1559,Ali Ibrahim,56,ali.ibrahim@yahoo.com,000-000-0000,279.27,2024-08-19 00:00:00,Electronics,3.0,279.27
CUST1560,Alaa Ibrahim,55,alaa.ibrahim@yahoo.com,123456789.0,861.41,2023-05-25 00:00:00,unknown,1.0,861.41
CUST1561,Fatma Mahmoud,55,fatma.mahmoud@gmail.com,000-000-0000,220.77,2023-03-31 00:00:00,Books,10.0,220.77
CUST1562,Lina Hassan,55,lina.hassan@gmail.com,000-000-0000,817.83,2024-10-17 00:00:00,Clothing,10.0,817.83
CUST1563,John Ibrahim,55,john.ibrahim@hotmail.com,000-000-0000,942.39,2024-03-26 00:00:00,Toys,3.0,942.39
CUST1564,Sara Ibrahim,55,sara.ibrahim@hotmail.com,000-000-0000,410.69,2025-05-31 00:00:00,Electronics,10.0,410.69
CUST1565,Lina Smith,55,lina.smith@yahoo.com,000-000-0000,149.73,2023-02-01 00:00:00,Toys,2.0,149.73
CUST1566,Mark Smith,49,mark.smith@gmail.com,000-000-0000,105.86,2024-09-01 00:00:00,Books,5.0,105.86
CUST1567,Ahmed Hassan,55,ahmed.hassan@yahoo.com,123456789.0,891.41,2023-10-13 00:00:00,Clothing,3.0,891.41
CUST1568,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,000-000-0000,299.36,2025-03-10 00:00:00,unknown,3.0,299.36
CUST1569,Ali Ibrahim,55,ali.ibrahim@gmail.com,000-000-0000,73.05,2023-06-20 00:00:00,Books,10.0,73.05
CUST1570,John Ibrahim,48,john.ibrahim@hotmail.com,000-000-0000,68.41,2024-03-08 00:00:00,Toys,3.0,68.41
CUST1571,Alaa Ali,66,alaa.ali@yahoo.com,000-000-0000,987.4,2025-05-02 00:00:00,Electronics,3.0,987.4
CUST1572,Lina Gaber,45,lina.gaber@gmail.com,123456789.0,543.1,2023-01-11 00:00:00,Electronics,10.0,543.1
CUST1573,Sara Hassan,55,sara.hassan@gmail.com,123456789.0,345.42,2025-04-05 00:00:00,unknown,10.0,345.42
CUST1574,Alaa Hassan,55,alaa.hassan@gmail.com,123456789.0,64.47,2023-09-22 00:00:00,Books,5.0,64.47
CUST1575,John Mahmoud,55,john.mahmoud@gmail.com,000-000-0000,820.32,2025-03-24 00:00:00,Books,1.0,820.32
CUST1576,Alaa Smith,55,alaa.smith@hotmail.com,000-000-0000,687.85,2023-12-03 00:00:00,Books,1.0,687.85
CUST1577,Mark Ibrahim,55,mark.ibrahim@gmail.com,123456789.0,449.64,2024-05-01 00:00:00,Clothing,3.0,449.64
CUST1578,Ali Smith,55,ali.smith@gmail.com,987654321.0,509.8973789316026,Not Avilable,unknown,5.0,519.42
CUST1579,Ahmed Ali,55,ahmed.ali@yahoo.com,123456789.0,311.98,2024-12-26 00:00:00,Home,3.0,311.98
CUST1580,Ali Hassan,55,ali.hassan@hotmail.com,000-000-0000,183.34,2024-02-13 00:00:00,Toys,10.0,183.34
CUST1581,Alaa Hassan,55,alaa.hassan@gmail.com,000-000-0000,148.41,2025-03-23 00:00:00,unknown,3.0,148.41
CUST1582,Alaa Ali,38,alaa.ali@yahoo.com,987654321.0,509.8973789316026,2025-05-14 00:00:00,unknown,1.0,519.42
CUST1583,Sara Hassan,55,sara.hassan@gmail.com,987654321.0,549.44,2023-12-18 00:00:00,Clothing,5.0,549.44
CUST1584,Fatma Ali,55,fatma.ali@gmail.com,000-000-0000,545.1,2024-10-02 00:00:00,unknown,4.0,545.1
CUST1585,Lina Mahmoud,55,lina.mahmoud@gmail.com,987654321.0,147.78,2025-04-01 00:00:00,Home,4.0,147.78
CUST1586,Ahmed Smith,55,ahmed.smith@hotmail.com,000-000-0000,563.77,2023-05-25 00:00:00,unknown,2.0,563.77
CUST1587,John Ali,55,john.ali@yahoo.com,123456789.0,843.11,2024-11-24 00:00:00,Home,3.0,843.11
CUST1588,Alaa Smith,90,alaa.smith@gmail.com,987654321.0,650.91,2023-08-25 00:00:00,Home,3.0,650.91
CUST1589,Ali Ali,55,ali.ali@gmail.com,000-000-0000,790.08,2025-03-18 00:00:00,Home,1.0,790.08
CUST1590,Alaa Mahmoud,55,alaa.mahmoud@hotmail.com,000-000-0000,785.97,2024-12-09 00:00:00,unknown,1.0,785.97
CUST1591,Alaa Smith,55,alaa.smith@yahoo.com,000-000-0000,125.98,2022-11-22 00:00:00,Clothing,4.0,125.98
CUST1592,John Mahmoud,55,john.mahmoud@hotmail.com,987654321.0,190.64,2025-01-15 00:00:00,unknown,3.0,190.64
CUST1593,Sara Hassan,55,sara.hassan@gmail.com,000-000-0000,250.25,2025-03-14 00:00:00,Home,3.0,250.25
CUST1594,John Ibrahim,55,john.ibrahim@hotmail.com,123456789.0,509.8973789316026,2023-04-22 00:00:00,Clothing,5.0,519.42
CUST1595,Lina Mahmoud,77,lina.mahmoud@yahoo.com,000-000-0000,667.95,2025-03-05 00:00:00,Clothing,4.0,667.95
CUST1596,Sara Ibrahim,55,sara.ibrahim@gmail.com,123456789.0,734.3,2024-05-22 00:00:00,unknown,3.0,734.3
CUST1597,Ali Hassan,55,ali.hassan@hotmail.com,000-000-0000,51.87,2024-07-15 00:00:00,Toys,3.0,51.87
CUST1598,Mark Ibrahim,55,mark.ibrahim@yahoo.com,000-000-0000,984.22,Not Avilable,Electronics,4.0,984.22
CUST1599,Fatma Smith,55,fatma.smith@yahoo.com,000-000-0000,467.98,2023-01-10 00:00:00,Books,1.0,467.98
CUST1600,Lina Hassan,55,lina.hassan@gmail.com,000-000-0000,884.44,2025-03-06 00:00:00,Home,5.0,884.44
CUST1601,Fatma Ali,54,fatma.ali@gmail.com,000-000-0000,820.41,2024-07-28 00:00:00,unknown,5.0,820.41
CUST1602,Alaa Gaber,55,alaa.gaber@yahoo.com,987654321.0,259.04,2023-01-07 00:00:00,Electronics,1.0,259.04
CUST1603,Fatma Ibrahim,55,fatma.ibrahim@yahoo.com,123456789.0,894.83,2024-09-17 00:00:00,Toys,4.0,894.83
CUST1604,Ali Mahmoud,55,ali.mahmoud@yahoo.com,123456789.0,872.56,2024-02-06 00:00:00,unknown,1.0,872.56
CUST1605,Lina Ali,80,lina.ali@hotmail.com,000-000-0000,789.42,2024-08-13 00:00:00,unknown,3.0,789.42
CUST1606,John Smith,55,john.smith@gmail.com,000-000-0000,346.18,2024-10-01 00:00:00,Clothing,3.0,346.18
CUST1607,Lina Ali,55,lina.ali@yahoo.com,987654321.0,316.66,2024-09-27 00:00:00,Electronics,2.0,316.66
CUST1608,Ahmed Ibrahim,74,ahmed.ibrahim@hotmail.com,000-000-0000,931.21,2024-07-30 00:00:00,unknown,4.0,931.21
CUST1609,Fatma Ali,79,fatma.ali@hotmail.com,000-000-0000,783.2,2024-07-07 00:00:00,Books,1.0,783.2
CUST1610,Ali Smith,55,ali.smith@hotmail.com,123456789.0,69.35,2022-12-17 00:00:00,Books,2.0,69.35
CUST1611,Fatma Hassan,39,fatma.hassan@hotmail.com,987654321.0,339.74,2024-04-28 00:00:00,unknown,4.0,339.74
CUST1612,Lina Ibrahim,55,lina.ibrahim@gmail.com,987654321.0,215.4,2025-01-01 00:00:00,Home,3.0,215.4
CUST1613,John Smith,55,john.smith@gmail.com,123456789.0,581.83,2024-09-23 00:00:00,Toys,2.0,581.83
CUST1614,Sara Ali,64,sara.ali@yahoo.com,123456789.0,572.71,2023-01-29 00:00:00,Toys,3.0,572.71
CUST1615,Ali Smith,55,ali.smith@yahoo.com,000-000-0000,679.96,2024-08-21 00:00:00,Toys,3.0,679.96
CUST1616,John Ibrahim,55,john.ibrahim@yahoo.com,000-000-0000,543.87,2023-11-23 00:00:00,unknown,3.0,543.87
CUST1617,Sara Hassan,55,sara.hassan@hotmail.com,123456789.0,746.9,Not Avilable,unknown,4.0,746.9
CUST1618,Alaa Gaber,55,alaa.gaber@hotmail.com,123456789.0,456.41,2024-10-16 00:00:00,unknown,3.0,456.41
CUST1619,Lina Gaber,55,lina.gaber@gmail.com,123456789.0,509.8973789316026,2022-12-21 00:00:00,Electronics,1.0,519.42
CUST1620,Alaa Smith,55,alaa.smith@hotmail.com,987654321.0,213.04,Not Avilable,Toys,1.0,213.04
CUST1621,Fatma Hassan,55,fatma.hassan@hotmail.com,000-000-0000,37.22,2024-02-18 00:00:00,Books,3.0,37.22
CUST1622,Sara Hassan,55,sara.hassan@yahoo.com,000-000-0000,270.64,2024-06-23 00:00:00,unknown,3.0,270.64
CUST1623,Alaa Smith,21,alaa.smith@yahoo.com,000-000-0000,706.71,2025-05-07 00:00:00,Electronics,5.0,706.71
CUST1624,Mark Mahmoud,55,mark.mahmoud@gmail.com,000-000-0000,222.07,2024-04-11 00:00:00,Books,4.0,222.07
CUST1625,Fatma Ibrahim,55,fatma.ibrahim@hotmail.com,000-000-0000,318.73,2024-02-21 00:00:00,unknown,5.0,318.73
CUST1626,Ahmed Ali,55,ahmed.ali@yahoo.com,000-000-0000,175.15,2025-02-10 00:00:00,Home,3.0,175.15
CUST1627,Ali Smith,22,ali.smith@gmail.com,000-000-0000,704.24,2022-11-03 00:00:00,Books,4.0,704.24
CUST1628,Ahmed Ibrahim,55,ahmed.ibrahim@hotmail.com,000-000-0000,580.16,2023-05-24 00:00:00,Books,2.0,580.16
CUST1629,Sara Hassan,43,sara.hassan@yahoo.com,123456789.0,394.89,2022-11-18 00:00:00,Books,3.0,394.89
CUST1630,Sara Smith,55,sara.smith@yahoo.com,000-000-0000,724.41,2023-06-12 00:00:00,Clothing,2.0,724.41
CUST1631,Lina Mahmoud,18,lina.mahmoud@gmail.com,000-000-0000,998.16,2023-10-09 00:00:00,Books,5.0,998.16
CUST1632,John Ibrahim,55,john.ibrahim@yahoo.com,123456789.0,352.96,2023-10-04 00:00:00,Clothing,2.0,352.96
CUST1633,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,576.84,2024-01-16 00:00:00,Clothing,4.0,576.84
CUST1634,John Hassan,55,john.hassan@hotmail.com,987654321.0,389.59,2024-01-10 00:00:00,unknown,10.0,389.59
CUST1635,Ali Smith,55,ali.smith@yahoo.com,000-000-0000,553.52,2024-06-26 00:00:00,Toys,1.0,553.52
CUST1636,Ahmed Ibrahim,55,ahmed.ibrahim@gmail.com,000-000-0000,474.8,2025-03-21 00:00:00,Home,3.0,474.8
CUST1637,Sara Smith,55,sara.smith@gmail.com,000-000-0000,451.41,2023-02-13 00:00:00,unknown,10.0,451.41
CUST1638,Ahmed Ali,32,ahmed.ali@yahoo.com,000-000-0000,817.01,2023-12-04 00:00:00,Home,3.0,817.01
CUST1639,Mark Hassan,55,mark.hassan@gmail.com,000-000-0000,465.11,2023-10-07 00:00:00,Electronics,5.0,465.11
CUST1640,Alaa Smith,37,alaa.smith@yahoo.com,000-000-0000,654.18,2023-03-10 00:00:00,unknown,3.0,654.18
CUST1641,Ahmed Ibrahim,68,ahmed.ibrahim@gmail.com,000-000-0000,766.77,2024-03-23 00:00:00,unknown,4.0,766.77
CUST1642,Mark Hassan,55,mark.hassan@yahoo.com,987654321.0,911.05,2024-10-17 00:00:00,Toys,3.0,911.05
CUST1643,Sara Ali,88,sara.ali@hotmail.com,123456789.0,722.13,2022-12-05 00:00:00,unknown,10.0,722.13
CUST1644,John Ali,55,john.ali@gmail.com,987654321.0,670.35,2024-09-01 00:00:00,Toys,10.0,670.35
CUST1645,Ali Mahmoud,55,ali.mahmoud@yahoo.com,000-000-0000,580.94,2024-09-24 00:00:00,unknown,10.0,580.94
CUST1646,Ahmed Smith,55,ahmed.smith@yahoo.com,000-000-0000,690.67,2023-08-26 00:00:00,Home,4.0,690.67
CUST1647,Ali Ibrahim,55,ali.ibrahim@hotmail.com,123456789.0,282.13,2023-03-26 00:00:00,Clothing,3.0,282.13
CUST1648,Mark Gaber,55,mark.gaber@gmail.com,000-000-0000,568.45,2024-09-20 00:00:00,unknown,3.0,568.45
CUST1649,Fatma Smith,55,fatma.smith@gmail.com,000-000-0000,207.91,2025-03-25 00:00:00,unknown,2.0,207.91
CUST1650,Lina Ibrahim,55,lina.ibrahim@hotmail.com,987654321.0,304.37,2023-05-26 00:00:00,unknown,5.0,304.37
CUST1651,Mark Mahmoud,55,mark.mahmoud@hotmail.com,000-000-0000,145.39,2022-11-29 00:00:00,unknown,2.0,145.39
CUST1652,Sara Hassan,55,sara.hassan@yahoo.com,123456789.0,297.5,2023-10-20 00:00:00,unknown,4.0,297.5
CUST1653,Sara Gaber,55,sara.gaber@gmail.com,987654321.0,243.64,2022-11-22 00:00:00,Books,1.0,243.64
CUST1654,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,118.97,2024-07-19 00:00:00,Electronics,10.0,118.97
CUST1655,Sara Smith,89,sara.smith@gmail.com,000-000-0000,465.8,2023-09-09 00:00:00,Clothing,3.0,465.8
CUST1656,Fatma Gaber,55,fatma.gaber@yahoo.com,123456789.0,340.6,2024-05-04 00:00:00,unknown,2.0,340.6
CUST1657,Ali Ali,35,ali.ali@gmail.com,987654321.0,125.83,2024-10-16 00:00:00,unknown,3.0,125.83
CUST1658,Fatma Hassan,55,fatma.hassan@hotmail.com,987654321.0,496.34,2025-07-14 00:00:00,Electronics,10.0,496.34
CUST1659,Sara Ali,55,sara.ali@yahoo.com,123456789.0,503.31,2024-02-03 00:00:00,Books,10.0,503.31
CUST1660,Ahmed Smith,55,ahmed.smith@gmail.com,987654321.0,591.98,2025-01-14 00:00:00,Toys,3.0,591.98
CUST1661,John Smith,55,john.smith@gmail.com,987654321.0,705.61,2023-01-29 00:00:00,Home,10.0,705.61
CUST1662,Ali Hassan,55,ali.hassan@hotmail.com,123456789.0,873.12,2025-06-23 00:00:00,Electronics,5.0,873.12
CUST1663,Ahmed Hassan,55,ahmed.hassan@hotmail.com,000-000-0000,509.8973789316026,2024-12-23 00:00:00,unknown,5.0,519.42
CUST1664,Fatma Smith,55,fatma.smith@gmail.com,987654321.0,197.44,2025-06-25 00:00:00,unknown,1.0,197.44
CUST1665,Sara Gaber,55,sara.gaber@gmail.com,987654321.0,338.65,Not Avilable,unknown,5.0,338.65
CUST1666,Ali Gaber,71,ali.gaber@yahoo.com,123456789.0,597.31,2024-08-08 00:00:00,Home,3.0,597.31
CUST1667,Ali Ibrahim,55,ali.ibrahim@hotmail.com,000-000-0000,413.17,2023-06-24 00:00:00,Clothing,2.0,413.17
CUST1668,John Smith,68,john.smith@gmail.com,987654321.0,314.68,2022-12-21 00:00:00,Toys,10.0,314.68
CUST1669,John Gaber,55,john.gaber@yahoo.com,987654321.0,218.72,2022-12-26 00:00:00,unknown,3.0,218.72
CUST1670,Mark Hassan,37,mark.hassan@hotmail.com,987654321.0,409.97,2023-04-27 00:00:00,Toys,10.0,409.97
CUST1671,Alaa Smith,38,alaa.smith@yahoo.com,987654321.0,372.73,2025-03-22 00:00:00,Books,3.0,372.73
CUST1672,Fatma Gaber,55,fatma.gaber@yahoo.com,987654321.0,572.33,2024-04-04 00:00:00,Electronics,10.0,572.33
CUST1673,Mark Hassan,34,mark.hassan@yahoo.com,987654321.0,48.81,2024-08-11 00:00:00,Books,4.0,48.81
CUST1674,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,740.1,2024-05-04 00:00:00,Clothing,3.0,740.1
CUST1675,Ahmed Hassan,32,ahmed.hassan@hotmail.com,000-000-0000,949.78,2024-09-03 00:00:00,Home,10.0,949.78
CUST1676,Mark Ali,55,mark.ali@gmail.com,123456789.0,842.36,2024-05-12 00:00:00,Home,10.0,842.36
CUST1677,Sara Hassan,55,sara.hassan@gmail.com,000-000-0000,793.81,2022-12-31 00:00:00,unknown,3.0,793.81
CUST1678,Fatma Ali,31,fatma.ali@hotmail.com,987654321.0,513.63,2024-01-09 00:00:00,Clothing,1.0,513.63
CUST1679,Mark Hassan,55,mark.hassan@gmail.com,000-000-0000,26.49,2023-12-14 00:00:00,Books,3.0,26.49
CUST1680,Lina Gaber,55,lina.gaber@hotmail.com,000-000-0000,759.1,2024-04-22 00:00:00,Books,10.0,759.1
CUST1681,Mark Ibrahim,55,mark.ibrahim@gmail.com,000-000-0000,857.36,2025-07-07 00:00:00,Electronics,3.0,857.36
CUST1682,Sara Smith,55,sara.smith@yahoo.com,123456789.0,555.03,2025-06-09 00:00:00,unknown,5.0,555.03
CUST1683,Mark Ali,57,mark.ali@gmail.com,000-000-0000,443.63,2023-06-27 00:00:00,Toys,1.0,443.63
CUST1684,Sara Mahmoud,55,sara.mahmoud@hotmail.com,123456789.0,899.15,2024-03-28 00:00:00,unknown,5.0,899.15
CUST1685,Lina Ali,55,lina.ali@hotmail.com,987654321.0,928.77,2025-06-21 00:00:00,Books,4.0,928.77
CUST1686,Ahmed Ibrahim,55,ahmed.ibrahim@yahoo.com,123456789.0,42.66,2023-03-26 00:00:00,Electronics,10.0,42.66
CUST1687,Alaa Ibrahim,55,alaa.ibrahim@yahoo.com,123456789.0,999.56,2025-05-16 00:00:00,Electronics,1.0,999.56
CUST1688,Sara Gaber,55,sara.gaber@hotmail.com,000-000-0000,796.83,2023-12-30 00:00:00,Clothing,3.0,796.83
CUST1689,Sara Gaber,55,sara.gaber@yahoo.com,000-000-0000,56.7,2024-12-03 00:00:00,Clothing,3.0,56.7
CUST1690,Lina Hassan,55,lina.hassan@gmail.com,123456789.0,737.59,2023-04-25 00:00:00,Toys,1.0,737.59
CUST1691,Mark Mahmoud,55,mark.mahmoud@hotmail.com,123456789.0,601.36,2025-01-12 00:00:00,unknown,1.0,601.36
CUST1692,Ahmed Smith,55,ahmed.smith@gmail.com,000-000-0000,587.8,2023-08-07 00:00:00,Home,1.0,587.8
CUST1693,Mark Smith,55,mark.smith@yahoo.com,000-000-0000,172.89,2023-10-31 00:00:00,unknown,4.0,172.89
CUST1694,John Ali,55,john.ali@yahoo.com,987654321.0,250.47,2024-02-05 00:00:00,unknown,5.0,250.47
CUST1695,Ahmed Smith,55,ahmed.smith@hotmail.com,000-000-0000,340.8,2024-09-19 00:00:00,Home,5.0,340.8
CUST1696,Lina Ibrahim,21,lina.ibrahim@hotmail.com,000-000-0000,393.94,2025-07-08 00:00:00,Home,3.0,393.94
CUST1697,Ali Hassan,55,ali.hassan@hotmail.com,987654321.0,828.37,2023-09-20 00:00:00,unknown,5.0,828.37
CUST1698,Alaa Hassan,57,alaa.hassan@gmail.com,000-000-0000,419.65,2024-12-17 00:00:00,Books,10.0,419.65
CUST1699,Ahmed Ali,65,ahmed.ali@gmail.com,000-000-0000,182.4,Not Avilable,Electronics,2.0,182.4
CUST1700,Ahmed Mahmoud,58,ahmed.mahmoud@hotmail.com,000-000-0000,730.53,2023-11-05 00:00:00,unknown,3.0,730.53
CUST1701,Sara Ali,55,sara.ali@yahoo.com,000-000-0000,272.75,Not Avilable,Electronics,4.0,272.75
CUST1702,Sara Ibrahim,40,sara.ibrahim@gmail.com,000-000-0000,861.93,2023-09-21 00:00:00,Clothing,2.0,861.93
CUST1703,Alaa Gaber,17,alaa.gaber@hotmail.com,123456789.0,389.63,2025-05-05 00:00:00,Books,1.0,389.63
CUST1704,Alaa Hassan,72,alaa.hassan@hotmail.com,000-000-0000,891.56,2023-12-30 00:00:00,Electronics,5.0,891.56
CUST1705,Ahmed Hassan,47,ahmed.hassan@gmail.com,000-000-0000,829.61,2025-05-26 00:00:00,Books,3.0,829.61
CUST1706,Alaa Hassan,55,alaa.hassan@hotmail.com,123456789.0,52.27,2025-04-16 00:00:00,Toys,1.0,52.27
CUST1707,Lina Smith,55,lina.smith@gmail.com,000-000-0000,509.8973789316026,2022-11-28 00:00:00,unknown,1.0,519.42
